t, X(t)
2.5661, 0.1498
2.5724, 0.1869
2.5787, 0.2222
2.5850, 0.2556
2.5913, 0.2873
2.5976, 0.3171
2.6038, 0.3452
2.6101, 0.3715
2.6164, 0.3961
2.6227, 0.4189
2.6290, 0.4400
2.6353, 0.4594
2.6416, 0.4772
2.6479, 0.4933
2.6542, 0.5079
2.6604, 0.5208
2.6667, 0.5323
2.6730, 0.5422
2.6793, 0.5507
2.6856, 0.5577
2.6919, 0.5634
2.6982, 0.5677
2.7045, 0.5707
2.7108, 0.5724
2.7171, 0.5729
2.7233, 0.5722
2.7296, 0.5704
2.7359, 0.5675
2.7422, 0.5635
2.7485, 0.5586
2.7548, 0.5527
2.7611, 0.5460
2.7674, 0.5384
2.7737, 0.5300
2.7799, 0.5208
2.7862, 0.5110
2.7925, 0.5006
2.7988, 0.4896
2.8051, 0.4781
2.8114, 0.4661
2.8177, 0.4537
2.8240, 0.4410
2.8303, 0.4280
2.8366, 0.4147
2.8428, 0.4013
2.8491, 0.3877
2.8554, 0.3741
2.8617, 0.3604
2.8680, 0.3468
2.8743, 0.3333
2.8806, 0.3200
2.8869, 0.3068
2.8932, 0.2940
2.8994, 0.2814
2.9057, 0.2692
2.9120, 0.2575
2.9183, 0.2462
2.9246, 0.2354
2.9309, 0.2253
2.9372, 0.2158
2.9435, 0.2069
2.9498, 0.1988
2.9561, 0.1915
2.9623, 0.1849
2.9686, 0.1793
2.9749, 0.1746
2.9812, 0.1708
2.9875, 0.1680
2.9938, 0.1663
3.0001, 0.1656
3.0064, 0.1661
3.0127, 0.1677
3.0189, 0.1705
3.0252, 0.1745
3.0315, 0.1797
3.0378, 0.1863
3.0441, 0.1942
3.0504, 0.2034
3.0567, 0.2140
3.0630, 0.2259
3.0693, 0.2393
3.0756, 0.2541
3.0818, 0.2704
3.0881, 0.2881
3.0944, 0.3074
3.1007, 0.3281
3.1070, 0.3503
3.1133, 0.3741
3.1196, 0.3994
3.1259, 0.4262
3.1322, 0.4546
3.1384, 0.4845
3.1447, 0.5159
3.1510, 0.5489
3.1573, 0.5834
3.1636, 0.6195
3.1699, 0.6571
3.1762, 0.6962
3.1825, 0.7368
3.1888, 0.7789
3.1951, 0.8225
3.2013, 0.8676
3.2076, 0.9141
3.2139, 0.9620
3.2202, 1.0113
3.2265, 1.0620
3.2328, 1.1141
3.2391, 1.1675
3.2454, 1.2222
3.2517, 1.2782
3.2579, 1.3354
3.2642, 1.3938
3.2705, 1.4534
3.2768, 1.5141
3.2831, 1.5759
3.2894, 1.6388
3.2957, 1.7027
3.3020, 1.7675
3.3083, 1.8333
3.3146, 1.9000
3.3208, 1.9675
3.3271, 2.0358
3.3334, 2.1048
3.3397, 2.1746
3.3460, 2.2449
3.3523, 2.3159
3.3586, 2.3874
3.3649, 2.4594
3.3712, 2.5318
3.3774, 2.6045
3.3837, 2.6776
3.3900, 2.7510
3.3963, 2.8245
3.4026, 2.8982
3.4089, 2.9720
3.4152, 3.0457
3.4215, 3.1195
3.4278, 3.1931
3.4341, 3.2666
3.4403, 3.3399
3.4466, 3.4129
3.4529, 3.4856
3.4592, 3.5578
3.4655, 3.6296
3.4718, 3.7008
3.4781, 3.7715
3.4844, 3.8415
3.4907, 3.9109
3.4969, 3.9794
3.5032, 4.0471
3.5095, 4.1140
3.5158, 4.1799
3.5221, 4.2447
3.5284, 4.3085
3.5347, 4.3712
3.5410, 4.4328
3.5473, 4.4930
3.5536, 4.5520
3.5598, 4.6097
3.5661, 4.6659
3.5724, 4.7207
3.5787, 4.7740
3.5850, 4.8258
3.5913, 4.8759
3.5976, 4.9244
3.6039, 4.9713
3.6102, 5.0163
3.6164, 5.0596
3.6227, 5.1011
3.6290, 5.1407
3.6353, 5.1783
3.6416, 5.2141
3.6479, 5.2478
3.6542, 5.2796
3.6605, 5.3092
3.6668, 5.3368
3.6731, 5.3623
3.6793, 5.3856
3.6856, 5.4068
3.6919, 5.4258
3.6982, 5.4425
3.7045, 5.4570
3.7108, 5.4693
3.7171, 5.4792
3.7234, 5.4869
3.7297, 5.4923
3.7359, 5.4953
3.7422, 5.4960
3.7485, 5.4944
3.7548, 5.4904
3.7611, 5.4840
3.7674, 5.4753
3.7737, 5.4643
3.7800, 5.4509
3.7863, 5.4351
3.7926, 5.4170
3.7988, 5.3966
3.8051, 5.3738
3.8114, 5.3487
3.8177, 5.3213
3.8240, 5.2916
3.8303, 5.2597
3.8366, 5.2254
3.8429, 5.1890
3.8492, 5.1503
3.8554, 5.1094
3.8617, 5.0664
3.8680, 5.0213
3.8743, 4.9740
3.8806, 4.9246
3.8869, 4.8732
3.8932, 4.8198
3.8995, 4.7645
3.9058, 4.7072
3.9121, 4.6480
3.9183, 4.5869
3.9246, 4.5240
3.9309, 4.4594
3.9372, 4.3930
3.9435, 4.3250
3.9498, 4.2553
3.9561, 4.1841
3.9624, 4.1113
3.9687, 4.0371
3.9749, 3.9614
3.9812, 3.8843
3.9875, 3.8060
3.9938, 3.7263
4.0001, 3.6455
4.0064, 3.5635
4.0127, 3.4805
4.0190, 3.3964
4.0253, 3.3113
4.0316, 3.2253
4.0378, 3.1385
4.0441, 3.0509
4.0504, 2.9626
4.0567, 2.8736
4.0630, 2.7840
4.0693, 2.6939
4.0756, 2.6033
4.0819, 2.5123
4.0882, 2.4210
4.0944, 2.3293
4.1007, 2.2375
4.1070, 2.1455
4.1133, 2.0534
4.1196, 1.9613
4.1259, 1.8692
4.1322, 1.7773
4.1385, 1.6854
4.1448, 1.5939
4.1511, 1.5026
4.1573, 1.4116
4.1636, 1.3210
4.1699, 1.2310
4.1762, 1.1414
4.1825, 1.0524
4.1888, 0.9641
4.1951, 0.8765
4.2014, 0.7896
4.2077, 0.7035
4.2139, 0.6183
4.2202, 0.5340
4.2265, 0.4507
4.2328, 0.3684
4.2391, 0.2871
4.2454, 0.2070
4.2517, 0.1280
4.2580, 0.0502
4.2643, -0.0263
4.2706, -0.1015
4.2768, -0.1755
4.2831, -0.2480
4.2894, -0.3191
4.2957, -0.3888
4.3020, -0.4570
4.3083, -0.5237
4.3146, -0.5889
4.3209, -0.6525
4.3272, -0.7144
4.3334, -0.7748
4.3397, -0.8335
4.3460, -0.8905
4.3523, -0.9459
4.3586, -0.9995
4.3649, -1.0514
4.3712, -1.1016
4.3775, -1.1500
4.3838, -1.1966
4.3901, -1.2415
4.3963, -1.2846
4.4026, -1.3259
4.4089, -1.3653
4.4152, -1.4030
4.4215, -1.4389
4.4278, -1.4730
4.4341, -1.5053
4.4404, -1.5358
4.4467, -1.5646
4.4529, -1.5915
4.4592, -1.6168
4.4655, -1.6402
4.4718, -1.6620
4.4781, -1.6820
4.4844, -1.7003
4.4907, -1.7169
4.4970, -1.7319
4.5033, -1.7453
4.5096, -1.7570
4.5158, -1.7672
4.5221, -1.7758
4.5284, -1.7829
4.5347, -1.7885
4.5410, -1.7926
4.5473, -1.7953
4.5536, -1.7966
4.5599, -1.7966
4.5662, -1.7952
4.5724, -1.7926
4.5787, -1.7887
4.5850, -1.7837
4.5913, -1.7775
4.5976, -1.7702
4.6039, -1.7618
4.6102, -1.7524
4.6165, -1.7420
4.6228, -1.7308
4.6291, -1.7186
4.6353, -1.7056
4.6416, -1.6919
4.6479, -1.6774
4.6542, -1.6623
4.6605, -1.6465
4.6668, -1.6302
4.6731, -1.6134
4.6794, -1.5961
4.6857, -1.5784
4.6919, -1.5604
4.6982, -1.5421
4.7045, -1.5235
4.7108, -1.5047
4.7171, -1.4858
4.7234, -1.4668
4.7297, -1.4479
4.7360, -1.4289
4.7423, -1.4100
4.7486, -1.3913
4.7548, -1.3727
4.7611, -1.3544
4.7674, -1.3364
4.7737, -1.3187
4.7800, -1.3015
4.7863, -1.2847
4.7926, -1.2684
4.7989, -1.2526
4.8052, -1.2375
4.8114, -1.2230
4.8177, -1.2092
4.8240, -1.1961
4.8303, -1.1838
4.8366, -1.1723
4.8429, -1.1618
4.8492, -1.1521
4.8555, -1.1434
4.8618, -1.1356
4.8681, -1.1289
4.8743, -1.1233
4.8806, -1.1188
4.8869, -1.1154
4.8932, -1.1132
4.8995, -1.1121
4.9058, -1.1123
4.9121, -1.1138
4.9184, -1.1165
4.9247, -1.1206
4.9309, -1.1260
4.9372, -1.1327
4.9435, -1.1408
4.9498, -1.1502
4.9561, -1.1611
4.9624, -1.1734
4.9687, -1.1871
4.9750, -1.2023
4.9813, -1.2189
4.9876, -1.2369
4.9938, -1.2564
5.0001, -1.2774
5.0064, -1.2998
5.0127, -1.3237
5.0190, -1.3491
5.0253, -1.3759
5.0316, -1.4041
5.0379, -1.4338
5.0442, -1.4649
5.0504, -1.4974
5.0567, -1.5313
5.0630, -1.5666
5.0693, -1.6033
5.0756, -1.6413
5.0819, -1.6806
5.0882, -1.7212
5.0945, -1.7631
5.1008, -1.8063
5.1071, -1.8506
5.1133, -1.8962
5.1196, -1.9429
5.1259, -1.9907
5.1322, -2.0396
5.1385, -2.0895
5.1448, -2.1405
5.1511, -2.1924
5.1574, -2.2452
5.1637, -2.2989
5.1699, -2.3535
5.1762, -2.4088
5.1825, -2.4649
5.1888, -2.5217
5.1951, -2.5791
5.2014, -2.6371
5.2077, -2.6956
5.2140, -2.7546
5.2203, -2.8140
5.2266, -2.8738
5.2328, -2.9339
5.2391, -2.9943
5.2454, -3.0549
5.2517, -3.1156
5.2580, -3.1763
5.2643, -3.2371
5.2706, -3.2978
5.2769, -3.3584
5.2832, -3.4189
5.2894, -3.4791
5.2957, -3.5390
5.3020, -3.5985
5.3083, -3.6576
5.3146, -3.7161
5.3209, -3.7742
5.3272, -3.8316
5.3335, -3.8883
5.3398, -3.9442
5.3461, -3.9993
5.3523, -4.0535
5.3586, -4.1068
5.3649, -4.1590
5.3712, -4.2102
5.3775, -4.2602
5.3838, -4.3090
5.3901, -4.3565
5.3964, -4.4027
5.4027, -4.4475
5.4089, -4.4908
5.4152, -4.5326
5.4215, -4.5729
5.4278, -4.6115
5.4341, -4.6484
5.4404, -4.6835
5.4467, -4.7168
5.4530, -4.7483
5.4593, -4.7779
5.4656, -4.8055
5.4718, -4.8311
5.4781, -4.8546
5.4844, -4.8760
5.4907, -4.8952
5.4970, -4.9122
5.5033, -4.9270
5.5096, -4.9395
5.5159, -4.9497
5.5222, -4.9575
5.5284, -4.9628
5.5347, -4.9658
5.5410, -4.9662
5.5473, -4.9642
5.5536, -4.9596
5.5599, -4.9524
5.5662, -4.9427
5.5725, -4.9303
5.5788, -4.9153
5.5851, -4.8977
5.5913, -4.8773
5.5976, -4.8543
5.6039, -4.8285
5.6102, -4.8001
5.6165, -4.7689
5.6228, -4.7350
5.6291, -4.6983
5.6354, -4.6589
5.6417, -4.6167
5.6479, -4.5718
5.6542, -4.5241
5.6605, -4.4737
5.6668, -4.4206
5.6731, -4.3647
5.6794, -4.3062
5.6857, -4.2449
5.6920, -4.1810
5.6983, -4.1143
5.7046, -4.0451
5.7108, -3.9732
5.7171, -3.8987
5.7234, -3.8216
5.7297, -3.7420
5.7360, -3.6599
5.7423, -3.5753
5.7486, -3.4883
5.7549, -3.3988
5.7612, -3.3069
5.7674, -3.2128
5.7737, -3.1163
5.7800, -3.0176
5.7863, -2.9167
5.7926, -2.8136
5.7989, -2.7084
5.8052, -2.6011
5.8115, -2.4919
5.8178, -2.3807
5.8241, -2.2676
5.8303, -2.1526
5.8366, -2.0359
5.8429, -1.9175
5.8492, -1.7974
5.8555, -1.6757
5.8618, -1.5524
5.8681, -1.4277
5.8744, -1.3016
5.8807, -1.1741
5.8869, -1.0454
5.8932, -0.9155
5.8995, -0.7844
5.9058, -0.6523
5.9121, -0.5192
5.9184, -0.3852
5.9247, -0.2504
5.9310, -0.1147
5.9373, 0.0216
5.9436, 0.1585
5.9498, 0.2960
5.9561, 0.4340
5.9624, 0.5723
5.9687, 0.7110
5.9750, 0.8499
5.9813, 0.9890
5.9876, 1.1282
5.9939, 1.2674
6.0002, 1.4065
6.0064, 1.5455
6.0127, 1.6842
6.0190, 1.8227
6.0253, 1.9608
6.0316, 2.0985
6.0379, 2.2356
6.0442, 2.3722
6.0505, 2.5081
6.0568, 2.6433
6.0631, 2.7777
6.0693, 2.9112
6.0756, 3.0437
6.0819, 3.1752
6.0882, 3.3057
6.0945, 3.4350
6.1008, 3.5631
6.1071, 3.6899
6.1134, 3.8153
6.1197, 3.9394
6.1259, 4.0620
6.1322, 4.1830
6.1385, 4.3025
6.1448, 4.4203
6.1511, 4.5364
6.1574, 4.6507
6.1637, 4.7633
6.1700, 4.8740
6.1763, 4.9827
6.1826, 5.0896
6.1888, 5.1944
6.1951, 5.2971
6.2014, 5.3978
6.2077, 5.4963
6.2140, 5.5927
6.2203, 5.6868
6.2266, 5.7787
6.2329, 5.8684
6.2392, 5.9557
6.2454, 6.0407
6.2517, 6.1233
6.2580, 6.2035
6.2643, 6.2813
6.2706, 6.3567
6.2769, 6.4296
6.2832, 6.5000
