t, X(t)
2.0441, 0.5586
2.0504, 1.0178
2.0567, 1.4730
2.0629, 1.9221
2.0692, 2.3629
2.0755, 2.7931
2.0818, 3.2107
2.0881, 3.6137
2.0944, 4.0000
2.1007, 4.3678
2.1070, 4.7153
2.1133, 5.0409
2.1196, 5.3430
2.1258, 5.6202
2.1321, 5.8712
2.1384, 6.0948
2.1447, 6.2901
2.1510, 6.4561
2.1573, 6.5923
2.1636, 6.6981
2.1699, 6.7731
2.1762, 6.8171
2.1824, 6.8301
2.1887, 6.8121
2.1950, 6.7636
2.2013, 6.6849
2.2076, 6.5767
2.2139, 6.4398
2.2202, 6.2750
2.2265, 6.0834
2.2328, 5.8663
2.2391, 5.6250
2.2453, 5.3609
2.2516, 5.0756
2.2579, 4.7709
2.2642, 4.4485
2.2705, 4.1102
2.2768, 3.7581
2.2831, 3.3941
2.2894, 3.0204
2.2957, 2.6390
2.3019, 2.2521
2.3082, 1.8618
2.3145, 1.4703
2.3208, 1.0797
2.3271, 0.6923
2.3334, 0.3100
2.3397, -0.0649
2.3460, -0.4306
2.3523, -0.7850
2.3586, -1.1263
2.3648, -1.4528
2.3711, -1.7626
2.3774, -2.0543
2.3837, -2.3264
2.3900, -2.5775
2.3963, -2.8064
2.4026, -3.0121
2.4089, -3.1936
2.4152, -3.3501
2.4214, -3.4810
2.4277, -3.5858
2.4340, -3.6642
2.4403, -3.7161
2.4466, -3.7414
2.4529, -3.7403
2.4592, -3.7130
2.4655, -3.6602
2.4718, -3.5823
2.4781, -3.4802
2.4843, -3.3548
2.4906, -3.2072
2.4969, -3.0384
2.5032, -2.8498
2.5095, -2.6429
2.5158, -2.4192
2.5221, -2.1803
2.5284, -1.9279
2.5347, -1.6638
2.5409, -1.3899
2.5472, -1.1081
2.5535, -0.8203
2.5598, -0.5287
2.5661, -0.2351
2.5724, 0.0584
2.5787, 0.3498
2.5850, 0.6370
2.5913, 0.9180
2.5976, 1.1910
2.6038, 1.4541
2.6101, 1.7053
2.6164, 1.9429
2.6227, 2.1653
2.6290, 2.3708
2.6353, 2.5581
2.6416, 2.7256
2.6479, 2.8722
2.6542, 2.9967
2.6604, 3.0981
2.6667, 3.1756
2.6730, 3.2285
2.6793, 3.2562
2.6856, 3.2583
2.6919, 3.2346
2.6982, 3.1849
2.7045, 3.1093
2.7108, 3.0081
2.7171, 2.8817
2.7233, 2.7305
2.7296, 2.5553
2.7359, 2.3568
2.7422, 2.1362
2.7485, 1.8945
2.7548, 1.6329
2.7611, 1.3529
2.7674, 1.0559
2.7737, 0.7436
2.7799, 0.4176
2.7862, 0.0798
2.7925, -0.2679
2.7988, -0.6237
2.8051, -0.9855
2.8114, -1.3512
2.8177, -1.7187
2.8240, -2.0859
2.8303, -2.4508
2.8366, -2.8111
2.8428, -3.1647
2.8491, -3.5096
2.8554, -3.8437
2.8617, -4.1650
2.8680, -4.4715
2.8743, -4.7614
2.8806, -5.0329
2.8869, -5.2842
2.8932, -5.5137
2.8994, -5.7201
2.9057, -5.9019
2.9120, -6.0578
2.9183, -6.1868
2.9246, -6.2879
2.9309, -6.3603
2.9372, -6.4034
2.9435, -6.4165
2.9498, -6.3995
2.9561, -6.3521
2.9623, -6.2744
2.9686, -6.1663
2.9749, -6.0284
2.9812, -5.8610
2.9875, -5.6648
2.9938, -5.4406
3.0001, -5.1893
3.0064, -4.9121
3.0127, -4.6102
3.0189, -4.2849
3.0252, -3.9378
3.0315, -3.5705
3.0378, -3.1848
3.0441, -2.7824
3.0504, -2.3653
3.0567, -1.9356
3.0630, -1.4952
3.0693, -1.0465
3.0756, -0.5915
3.0818, -0.1325
3.0881, 0.3283
3.0944, 0.7885
3.1007, 1.2460
3.1070, 1.6985
3.1133, 2.1437
3.1196, 2.5795
3.1259, 3.0036
3.1322, 3.4142
3.1384, 3.8090
3.1447, 4.1863
3.1510, 4.5442
3.1573, 4.8810
3.1636, 5.1950
3.1699, 5.4848
3.1762, 5.7490
3.1825, 5.9865
3.1888, 6.1960
3.1951, 6.3768
3.2013, 6.5280
3.2076, 6.6490
3.2139, 6.7395
3.2202, 6.7990
3.2265, 6.8274
3.2328, 6.8249
3.2391, 6.7917
3.2454, 6.7280
3.2517, 6.6345
3.2579, 6.5118
3.2642, 6.3608
3.2705, 6.1825
3.2768, 5.9780
3.2831, 5.7486
3.2894, 5.4957
3.2957, 5.2208
3.3020, 4.9256
3.3083, 4.6118
3.3146, 4.2812
3.3208, 3.9358
3.3271, 3.5775
3.3334, 3.2084
3.3397, 2.8305
3.3460, 2.4461
3.3523, 2.0572
3.3586, 1.6660
3.3649, 1.2747
3.3712, 0.8855
3.3774, 0.5004
3.3837, 0.1215
3.3900, -0.2490
3.3963, -0.6093
3.4026, -0.9574
3.4089, -1.2915
3.4152, -1.6099
3.4215, -1.9108
3.4278, -2.1929
3.4341, -2.4547
3.4403, -2.6948
3.4466, -2.9122
3.4529, -3.1059
3.4592, -3.2750
3.4655, -3.4188
3.4718, -3.5367
3.4781, -3.6283
3.4844, -3.6935
3.4907, -3.7321
3.4969, -3.7441
3.5032, -3.7299
3.5095, -3.6898
3.5158, -3.6243
3.5221, -3.5343
3.5284, -3.4204
3.5347, -3.2837
3.5410, -3.1253
3.5473, -2.9465
3.5536, -2.7486
3.5598, -2.5331
3.5661, -2.3015
3.5724, -2.0557
3.5787, -1.7972
3.5850, -1.5280
3.5913, -1.2499
3.5976, -0.9648
3.6039, -0.6749
3.6102, -0.3820
3.6164, -0.0882
3.6227, 0.2045
3.6290, 0.4940
3.6353, 0.7784
3.6416, 1.0557
3.6479, 1.3239
3.6542, 1.5813
3.6605, 1.8259
3.6668, 2.0561
3.6731, 2.2703
3.6793, 2.4668
3.6856, 2.6444
3.6919, 2.8016
3.6982, 2.9373
3.7045, 3.0504
3.7108, 3.1399
3.7171, 3.2052
3.7234, 3.2456
3.7297, 3.2605
3.7359, 3.2497
3.7422, 3.2130
3.7485, 3.1503
3.7548, 3.0619
3.7611, 2.9480
3.7674, 2.8091
3.7737, 2.6458
3.7800, 2.4589
3.7863, 2.2492
3.7926, 2.0179
3.7988, 1.7661
3.8051, 1.4951
3.8114, 1.2064
3.8177, 0.9015
3.8240, 0.5822
3.8303, 0.2501
3.8366, -0.0929
3.8429, -0.4450
3.8492, -0.8040
3.8554, -1.1679
3.8617, -1.5348
3.8680, -1.9025
3.8743, -2.2688
3.8806, -2.6316
3.8869, -2.9889
3.8932, -3.3384
3.8995, -3.6782
3.9058, -4.0061
3.9121, -4.3202
3.9183, -4.6187
3.9246, -4.8996
3.9309, -5.1611
3.9372, -5.4018
3.9435, -5.6199
3.9498, -5.8141
3.9561, -5.9831
3.9624, -6.1257
3.9687, -6.2409
3.9749, -6.3277
3.9812, -6.3855
3.9875, -6.4137
3.9938, -6.4118
4.0001, -6.3796
4.0064, -6.3170
4.0127, -6.2241
4.0190, -6.1011
4.0253, -5.9483
4.0316, -5.7664
4.0378, -5.5561
4.0441, -5.3183
4.0504, -5.0539
4.0567, -4.7642
4.0630, -4.4504
4.0693, -4.1140
4.0756, -3.7566
4.0819, -3.3798
4.0882, -2.9855
4.0944, -2.5756
4.1007, -2.1519
4.1070, -1.7166
4.1133, -1.2718
4.1196, -0.8196
4.1259, -0.3623
4.1322, 0.0978
4.1385, 0.5586
4.1448, 1.0178
4.1511, 1.4730
4.1573, 1.9221
4.1636, 2.3629
4.1699, 2.7931
4.1762, 3.2107
4.1825, 3.6137
4.1888, 4.0000
4.1951, 4.3678
4.2014, 4.7153
4.2077, 5.0409
4.2139, 5.3430
4.2202, 5.6202
4.2265, 5.8712
4.2328, 6.0948
4.2391, 6.2901
4.2454, 6.4561
4.2517, 6.5923
4.2580, 6.6981
4.2643, 6.7731
4.2706, 6.8171
4.2768, 6.8301
4.2831, 6.8121
4.2894, 6.7636
4.2957, 6.6849
4.3020, 6.5767
4.3083, 6.4398
4.3146, 6.2750
4.3209, 6.0834
4.3272, 5.8663
4.3334, 5.6250
4.3397, 5.3609
4.3460, 5.0756
4.3523, 4.7709
4.3586, 4.4485
4.3649, 4.1102
4.3712, 3.7581
4.3775, 3.3941
4.3838, 3.0204
4.3901, 2.6390
4.3963, 2.2521
4.4026, 1.8618
4.4089, 1.4703
4.4152, 1.0797
4.4215, 0.6923
4.4278, 0.3100
4.4341, -0.0649
4.4404, -0.4306
4.4467, -0.7850
4.4529, -1.1263
4.4592, -1.4528
4.4655, -1.7626
4.4718, -2.0543
4.4781, -2.3264
4.4844, -2.5775
4.4907, -2.8064
4.4970, -3.0121
4.5033, -3.1936
4.5096, -3.3501
4.5158, -3.4810
4.5221, -3.5858
4.5284, -3.6642
4.5347, -3.7161
4.5410, -3.7414
4.5473, -3.7403
4.5536, -3.7130
4.5599, -3.6602
4.5662, -3.5823
4.5724, -3.4802
4.5787, -3.3548
4.5850, -3.2072
4.5913, -3.0384
4.5976, -2.8498
4.6039, -2.6429
4.6102, -2.4192
4.6165, -2.1803
4.6228, -1.9279
4.6291, -1.6638
4.6353, -1.3899
4.6416, -1.1081
4.6479, -0.8203
4.6542, -0.5287
4.6605, -0.2351
4.6668, 0.0584
4.6731, 0.3498
4.6794, 0.6370
4.6857, 0.9180
4.6919, 1.1910
4.6982, 1.4541
4.7045, 1.7053
4.7108, 1.9429
4.7171, 2.1653
4.7234, 2.3708
4.7297, 2.5581
4.7360, 2.7256
4.7423, 2.8722
4.7486, 2.9967
4.7548, 3.0981
4.7611, 3.1756
4.7674, 3.2285
4.7737, 3.2562
4.7800, 3.2583
4.7863, 3.2346
4.7926, 3.1849
4.7989, 3.1093
4.8052, 3.0081
4.8114, 2.8817
4.8177, 2.7305
4.8240, 2.5553
4.8303, 2.3568
4.8366, 2.1362
4.8429, 1.8945
4.8492, 1.6329
4.8555, 1.3529
4.8618, 1.0559
4.8681, 0.7436
4.8743, 0.4176
4.8806, 0.0798
4.8869, -0.2679
4.8932, -0.6237
4.8995, -0.9855
4.9058, -1.3512
4.9121, -1.7187
4.9184, -2.0859
4.9247, -2.4508
4.9309, -2.8111
4.9372, -3.1647
4.9435, -3.5096
4.9498, -3.8437
4.9561, -4.1650
4.9624, -4.4715
4.9687, -4.7614
4.9750, -5.0329
4.9813, -5.2842
4.9876, -5.5137
4.9938, -5.7201
5.0001, -5.9019
5.0064, -6.0578
5.0127, -6.1868
5.0190, -6.2879
5.0253, -6.3603
5.0316, -6.4034
5.0379, -6.4165
5.0442, -6.3995
5.0504, -6.3521
5.0567, -6.2744
5.0630, -6.1663
5.0693, -6.0284
5.0756, -5.8610
5.0819, -5.6648
5.0882, -5.4406
5.0945, -5.1893
5.1008, -4.9121
5.1071, -4.6102
5.1133, -4.2849
5.1196, -3.9378
5.1259, -3.5705
5.1322, -3.1848
5.1385, -2.7824
5.1448, -2.3653
5.1511, -1.9356
5.1574, -1.4952
5.1637, -1.0465
5.1699, -0.5915
5.1762, -0.1325
5.1825, 0.3283
5.1888, 0.7885
5.1951, 1.2460
5.2014, 1.6985
5.2077, 2.1437
5.2140, 2.5795
5.2203, 3.0036
5.2266, 3.4142
5.2328, 3.8090
5.2391, 4.1863
5.2454, 4.5442
5.2517, 4.8810
5.2580, 5.1950
5.2643, 5.4848
5.2706, 5.7490
5.2769, 5.9865
5.2832, 6.1960
5.2894, 6.3768
5.2957, 6.5280
5.3020, 6.6490
5.3083, 6.7395
5.3146, 6.7990
5.3209, 6.8274
5.3272, 6.8249
5.3335, 6.7917
5.3398, 6.7280
5.3461, 6.6345
5.3523, 6.5118
5.3586, 6.3608
5.3649, 6.1825
5.3712, 5.9780
5.3775, 5.7486
5.3838, 5.4957
5.3901, 5.2208
5.3964, 4.9256
5.4027, 4.6118
5.4089, 4.2812
5.4152, 3.9358
5.4215, 3.5775
5.4278, 3.2084
5.4341, 2.8305
5.4404, 2.4461
5.4467, 2.0572
5.4530, 1.6660
5.4593, 1.2747
5.4656, 0.8855
5.4718, 0.5004
5.4781, 0.1215
5.4844, -0.2490
5.4907, -0.6093
5.4970, -0.9574
5.5033, -1.2915
5.5096, -1.6099
5.5159, -1.9108
5.5222, -2.1929
5.5284, -2.4547
5.5347, -2.6948
5.5410, -2.9122
5.5473, -3.1059
5.5536, -3.2750
5.5599, -3.4188
5.5662, -3.5367
5.5725, -3.6283
5.5788, -3.6935
5.5851, -3.7321
5.5913, -3.7441
5.5976, -3.7299
5.6039, -3.6898
5.6102, -3.6243
5.6165, -3.5343
5.6228, -3.4204
5.6291, -3.2837
5.6354, -3.1253
5.6417, -2.9465
5.6479, -2.7486
5.6542, -2.5331
5.6605, -2.3015
5.6668, -2.0557
5.6731, -1.7972
5.6794, -1.5280
5.6857, -1.2499
5.6920, -0.9648
5.6983, -0.6749
5.7046, -0.3820
5.7108, -0.0882
5.7171, 0.2045
5.7234, 0.4940
5.7297, 0.7784
5.7360, 1.0557
5.7423, 1.3239
5.7486, 1.5813
5.7549, 1.8259
5.7612, 2.0561
5.7674, 2.2703
5.7737, 2.4668
5.7800, 2.6444
5.7863, 2.8016
5.7926, 2.9373
5.7989, 3.0504
5.8052, 3.1399
5.8115, 3.2052
5.8178, 3.2456
5.8241, 3.2605
5.8303, 3.2497
5.8366, 3.2130
5.8429, 3.1503
5.8492, 3.0619
5.8555, 2.9480
5.8618, 2.8091
5.8681, 2.6458
5.8744, 2.4589
5.8807, 2.2492
5.8869, 2.0179
5.8932, 1.7661
5.8995, 1.4951
5.9058, 1.2064
5.9121, 0.9015
5.9184, 0.5822
5.9247, 0.2501
5.9310, -0.0929
5.9373, -0.4450
5.9436, -0.8040
5.9498, -1.1679
5.9561, -1.5348
5.9624, -1.9025
5.9687, -2.2688
5.9750, -2.6316
5.9813, -2.9889
5.9876, -3.3384
5.9939, -3.6782
6.0002, -4.0061
6.0064, -4.3202
6.0127, -4.6187
6.0190, -4.8996
6.0253, -5.1611
6.0316, -5.4018
6.0379, -5.6199
6.0442, -5.8141
6.0505, -5.9831
6.0568, -6.1257
6.0631, -6.2409
6.0693, -6.3277
6.0756, -6.3855
6.0819, -6.4137
6.0882, -6.4118
6.0945, -6.3796
6.1008, -6.3170
6.1071, -6.2241
6.1134, -6.1011
6.1197, -5.9483
6.1259, -5.7664
6.1322, -5.5561
6.1385, -5.3183
6.1448, -5.0539
6.1511, -4.7642
6.1574, -4.4504
6.1637, -4.1140
6.1700, -3.7566
6.1763, -3.3798
6.1826, -2.9855
6.1888, -2.5756
6.1951, -2.1519
6.2014, -1.7166
6.2077, -1.2718
6.2140, -0.8196
6.2203, -0.3623
6.2266, 0.0978
6.2329, 0.5586
6.2392, 1.0178
6.2454, 1.4730
6.2517, 1.9221
6.2580, 2.3629
6.2643, 2.7931
6.2706, 3.2107
6.2769, 3.6137
6.2832, 4.0000
